sample_id,image_path,map_mask_path,label_mask_path,width,height,center_class,center_class_value,center_area_m2,center_x,center_y,xoff,yoff,source_raster_id,source_gsd_m,spatial_group,split_v1,spatial_component_v2,spatial_buffer_pixels_v2,split
excess_00079,/home/work/data/change_detection/building/map-ortho/image/excess_00079.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00079.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00079.png,1024,1024,excess,3,304.829,202803.148,544669.832,37617,30509,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_3,train,spv2_0079,256,train
excess_00549,/home/work/data/change_detection/building/map-ortho/image/excess_00549.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00549.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00549.png,1024,1024,excess,3,111.144,202815.614,541192.585,37721,59486,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_7,train,spv2_0080,256,train
excess_00101,/home/work/data/change_detection/building/map-ortho/image/excess_00101.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00101.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00101.png,1024,1024,excess,3,109.178,202862.841,547014.595,38115,10969,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
excess_00109,/home/work/data/change_detection/building/map-ortho/image/excess_00109.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00109.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00109.png,1024,1024,excess,3,270.753,203028.062,547072.533,39492,10486,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
excess_00110,/home/work/data/change_detection/building/map-ortho/image/excess_00110.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00110.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00110.png,1024,1024,excess,3,106.033,203330.797,547106.117,42014,10206,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0081,256,train
excess_00119,/home/work/data/change_detection/building/map-ortho/image/excess_00119.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00119.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00119.png,1024,1024,excess,3,289.629,203125.992,546993.345,40308,11146,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
excess_00160,/home/work/data/change_detection/building/map-ortho/image/excess_00160.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00160.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00160.png,1024,1024,excess,3,119.55,203214.412,547077.598,41044,10444,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0081,256,train
omission_00645,/home/work/data/change_detection/building/map-ortho/image/omission_00645.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00645.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00645.png,1024,1024,omission,2,69.555,202860.008,547265.544,38091,8878,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
omission_00675,/home/work/data/change_detection/building/map-ortho/image/omission_00675.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00675.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00675.png,1024,1024,omission,2,134.732,202839.725,547112.816,37922,10151,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
omission_00692,/home/work/data/change_detection/building/map-ortho/image/omission_00692.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00692.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00692.png,1024,1024,omission,2,75.951,202880.977,547092.969,38266,10316,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
omission_00693,/home/work/data/change_detection/building/map-ortho/image/omission_00693.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00693.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00693.png,1024,1024,omission,2,50.047,203165.658,547092.287,40638,10322,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_1,train,spv2_0081,256,train
excess_00547,/home/work/data/change_detection/building/map-ortho/image/excess_00547.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00547.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00547.png,1024,1024,excess,3,76.485,202989.055,540793.64,39166,62810,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_7,train,spv2_0082,256,train
excess_00548,/home/work/data/change_detection/building/map-ortho/image/excess_00548.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00548.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00548.png,1024,1024,excess,3,57.341,202893.278,540853.649,38368,62310,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_7,train,spv2_0082,256,train
omission_01027,/home/work/data/change_detection/building/map-ortho/image/omission_01027.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01027.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01027.png,1024,1024,omission,2,111.098,202941.998,540839.597,38774,62427,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_7,train,spv2_0082,256,train
omission_01022,/home/work/data/change_detection/building/map-ortho/image/omission_01022.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01022.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01022.png,1024,1024,omission,2,108.938,202935.277,541392.002,38718,57824,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_7,train,spv2_0083,256,train
omission_00876,/home/work/data/change_detection/building/map-ortho/image/omission_00876.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00876.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00876.png,1024,1024,omission,2,340.773,203141.899,544484.541,40440,32053,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_3,train,spv2_0088,256,train
excess_00314,/home/work/data/change_detection/building/map-ortho/image/excess_00314.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00314.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00314.png,1024,1024,excess,3,371.76,203201.465,542763.588,40937,46394,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,4_5,test,spv2_0090,256,train
excess_00067,/home/work/data/change_detection/building/map-ortho/image/excess_00067.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00067.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00067.png,1024,1024,excess,3,98.907,203262.984,547277.202,41449,8781,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0092,256,train
omission_00706,/home/work/data/change_detection/building/map-ortho/image/omission_00706.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00706.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00706.png,1024,1024,omission,2,170.313,203298.403,544855.377,41744,28963,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0094,256,train
excess_00282,/home/work/data/change_detection/building/map-ortho/image/excess_00282.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00282.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00282.png,1024,1024,excess,3,51.731,203353.383,541908.607,42203,53519,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
excess_00283,/home/work/data/change_detection/building/map-ortho/image/excess_00283.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00283.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00283.png,1024,1024,excess,3,215.097,203352.968,542009.665,42199,52677,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
excess_00288,/home/work/data/change_detection/building/map-ortho/image/excess_00288.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00288.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00288.png,1024,1024,excess,3,198.425,203365.005,542147.849,42299,51525,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
excess_00319,/home/work/data/change_detection/building/map-ortho/image/excess_00319.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00319.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00319.png,1024,1024,excess,3,222.098,203333.584,541935.316,42038,53296,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
excess_00320,/home/work/data/change_detection/building/map-ortho/image/excess_00320.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00320.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00320.png,1024,1024,excess,3,223.245,203320.293,541919.812,41927,53426,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
excess_00321,/home/work/data/change_detection/building/map-ortho/image/excess_00321.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00321.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00321.png,1024,1024,excess,3,148.742,203487.291,541993.928,43318,52808,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
omission_00920,/home/work/data/change_detection/building/map-ortho/image/omission_00920.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00920.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00920.png,1024,1024,omission,2,281.862,203563.976,542222.351,43957,50904,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
omission_00922,/home/work/data/change_detection/building/map-ortho/image/omission_00922.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00922.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00922.png,1024,1024,omission,2,173.141,203747.143,542194.032,45484,51140,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
omission_00924,/home/work/data/change_detection/building/map-ortho/image/omission_00924.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00924.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00924.png,1024,1024,omission,2,71.455,203536.868,542208.595,43732,51019,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
omission_00926,/home/work/data/change_detection/building/map-ortho/image/omission_00926.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00926.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00926.png,1024,1024,omission,2,147.38,203760.86,542267.263,45598,50530,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
omission_00929,/home/work/data/change_detection/building/map-ortho/image/omission_00929.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00929.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00929.png,1024,1024,omission,2,119.697,203593.962,542062.494,44207,52237,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0096,256,train
omission_01033,/home/work/data/change_detection/building/map-ortho/image/omission_01033.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01033.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01033.png,1024,1024,omission,2,153.555,203476.918,541619.587,43232,55927,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0097,256,train
excess_00487,/home/work/data/change_detection/building/map-ortho/image/excess_00487.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00487.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00487.png,1024,1024,excess,3,299.961,203571.998,541297.97,44024,58608,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0098,256,train
excess_00540,/home/work/data/change_detection/building/map-ortho/image/excess_00540.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00540.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00540.png,1024,1024,excess,3,186.694,203569.021,541425.318,44000,57546,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0098,256,train
excess_00541,/home/work/data/change_detection/building/map-ortho/image/excess_00541.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00541.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00541.png,1024,1024,excess,3,153.134,203566.83,541442.653,43981,57402,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0098,256,train
excess_00552,/home/work/data/change_detection/building/map-ortho/image/excess_00552.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00552.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00552.png,1024,1024,excess,3,133.444,203488.706,541354.119,43330,58140,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0098,256,train
excess_00553,/home/work/data/change_detection/building/map-ortho/image/excess_00553.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00553.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00553.png,1024,1024,excess,3,51.402,203653.56,541369.413,44704,58012,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0098,256,train
omission_01035,/home/work/data/change_detection/building/map-ortho/image/omission_01035.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01035.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01035.png,1024,1024,omission,2,153.256,203545.138,541356.366,43800,58121,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0098,256,train
excess_00108,/home/work/data/change_detection/building/map-ortho/image/excess_00108.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00108.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00108.png,1024,1024,excess,3,141.27,203605.959,547000.725,44307,11085,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0099,256,train
excess_00145,/home/work/data/change_detection/building/map-ortho/image/excess_00145.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00145.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00145.png,1024,1024,excess,3,167.205,203501.588,546994.261,43438,11138,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0099,256,train
omission_00685,/home/work/data/change_detection/building/map-ortho/image/omission_00685.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00685.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00685.png,1024,1024,omission,2,175.638,203592.466,546980.689,44195,11252,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0099,256,train
omission_00689,/home/work/data/change_detection/building/map-ortho/image/omission_00689.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00689.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00689.png,1024,1024,omission,2,169.947,203567.438,547035.193,43986,10797,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0099,256,train
excess_00543,/home/work/data/change_detection/building/map-ortho/image/excess_00543.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00543.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00543.png,1024,1024,excess,3,163.315,203707.695,540946.124,45155,61540,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
excess_00544,/home/work/data/change_detection/building/map-ortho/image/excess_00544.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00544.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00544.png,1024,1024,excess,3,177.206,203730.675,540921.921,45347,61741,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
excess_00545,/home/work/data/change_detection/building/map-ortho/image/excess_00545.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00545.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00545.png,1024,1024,excess,3,178.621,203741.768,540909.441,45439,61845,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
excess_00546,/home/work/data/change_detection/building/map-ortho/image/excess_00546.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00546.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00546.png,1024,1024,excess,3,162.362,203718.903,540933.837,45249,61642,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
excess_00554,/home/work/data/change_detection/building/map-ortho/image/excess_00554.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00554.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00554.png,1024,1024,excess,3,74.624,203665.566,540787.077,44804,62865,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
excess_00557,/home/work/data/change_detection/building/map-ortho/image/excess_00557.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00557.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00557.png,1024,1024,excess,3,162.978,203635.557,541028.744,44554,60851,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
excess_00558,/home/work/data/change_detection/building/map-ortho/image/excess_00558.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00558.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00558.png,1024,1024,excess,3,66.985,203558.971,540911.604,43916,61827,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
omission_01034,/home/work/data/change_detection/building/map-ortho/image/omission_01034.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01034.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01034.png,1024,1024,omission,2,61.447,203513.101,540702.828,43534,63567,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0100,256,train
omission_00893,/home/work/data/change_detection/building/map-ortho/image/omission_00893.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00893.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00893.png,1024,1024,omission,2,138.1,203513.546,543198.33,43537,42771,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_5,train,spv2_0101,256,train
omission_00894,/home/work/data/change_detection/building/map-ortho/image/omission_00894.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00894.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00894.png,1024,1024,omission,2,192.459,203524.212,543206.209,43626,42706,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_5,train,spv2_0101,256,train
omission_00895,/home/work/data/change_detection/building/map-ortho/image/omission_00895.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00895.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00895.png,1024,1024,omission,2,302.515,203532.335,543220.743,43694,42584,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_5,train,spv2_0101,256,train
omission_00900,/home/work/data/change_detection/building/map-ortho/image/omission_00900.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00900.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00900.png,1024,1024,omission,2,52.095,203537.189,543230.807,43734,42501,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_5,train,spv2_0101,256,train
excess_00329,/home/work/data/change_detection/building/map-ortho/image/excess_00329.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00329.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00329.png,1024,1024,excess,3,90.466,203548.367,543706.83,43827,38534,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0102,256,train
excess_00330,/home/work/data/change_detection/building/map-ortho/image/excess_00330.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00330.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00330.png,1024,1024,excess,3,182.486,203623.941,543715.481,44457,38462,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0102,256,train
omission_00896,/home/work/data/change_detection/building/map-ortho/image/omission_00896.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00896.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00896.png,1024,1024,omission,2,210.7,203521.691,543658.569,43605,38936,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0102,256,train
excess_00072,/home/work/data/change_detection/building/map-ortho/image/excess_00072.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00072.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00072.png,1024,1024,excess,3,249.54,203549.44,546430.153,43836,15839,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0103,256,train
excess_00305,/home/work/data/change_detection/building/map-ortho/image/excess_00305.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00305.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00305.png,1024,1024,excess,3,200.421,203615.475,544052.94,44387,35649,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0104,256,train
omission_00898,/home/work/data/change_detection/building/map-ortho/image/omission_00898.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00898.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00898.png,1024,1024,omission,2,146.881,203609.254,544064.491,44335,35553,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0104,256,train
excess_00113,/home/work/data/change_detection/building/map-ortho/image/excess_00113.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00113.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00113.png,1024,1024,excess,3,127.49,203802.249,544563.061,45943,31398,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0105,256,train
excess_00141,/home/work/data/change_detection/building/map-ortho/image/excess_00141.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00141.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00141.png,1024,1024,excess,3,175.187,203757.391,544717.881,45569,30108,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0105,256,train
excess_00304,/home/work/data/change_detection/building/map-ortho/image/excess_00304.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00304.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00304.png,1024,1024,excess,3,50.266,203859.086,544409.427,46417,32679,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0105,256,train
omission_00642,/home/work/data/change_detection/building/map-ortho/image/omission_00642.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00642.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00642.png,1024,1024,omission,2,124.439,203807.506,544499.771,45987,31926,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0105,256,train
omission_00662,/home/work/data/change_detection/building/map-ortho/image/omission_00662.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00662.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00662.png,1024,1024,omission,2,221.293,203656.65,544665.058,44730,30549,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0105,256,train
omission_00742,/home/work/data/change_detection/building/map-ortho/image/omission_00742.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00742.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00742.png,1024,1024,omission,2,216.898,203610.487,544664.138,44345,30556,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_3,train,spv2_0105,256,train
excess_00278,/home/work/data/change_detection/building/map-ortho/image/excess_00278.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00278.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00278.png,1024,1024,excess,3,188.675,203764.687,541780.288,45630,54588,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0107,256,train
omission_00919,/home/work/data/change_detection/building/map-ortho/image/omission_00919.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00919.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00919.png,1024,1024,omission,2,101.673,203817.686,541904.624,46072,53552,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0107,256,train
omission_01032,/home/work/data/change_detection/building/map-ortho/image/omission_01032.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01032.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01032.png,1024,1024,omission,2,82.606,203731.291,541645.924,45352,55708,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_6,test,spv2_0107,256,train
omission_00673,/home/work/data/change_detection/building/map-ortho/image/omission_00673.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00673.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00673.png,1024,1024,omission,2,254.762,203735.203,546368.894,45384,16350,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_1,train,spv2_0108,256,train
excess_00555,/home/work/data/change_detection/building/map-ortho/image/excess_00555.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00555.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00555.png,1024,1024,excess,3,211.652,203826.737,541232.793,46147,59151,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0112,256,train
excess_00556,/home/work/data/change_detection/building/map-ortho/image/excess_00556.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00556.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00556.png,1024,1024,excess,3,212.747,203812.025,541220.156,46025,59256,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0112,256,train
omission_01031,/home/work/data/change_detection/building/map-ortho/image/omission_01031.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01031.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01031.png,1024,1024,omission,2,105.482,203765.993,541184.981,45641,59549,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0112,256,train
omission_01037,/home/work/data/change_detection/building/map-ortho/image/omission_01037.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_01037.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_01037.png,1024,1024,omission,2,105.446,203916.416,541119.817,46894,60092,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_7,train,spv2_0112,256,train
excess_00331,/home/work/data/change_detection/building/map-ortho/image/excess_00331.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/excess_00331.png,/home/work/data/change_detection/building/map-ortho/label_mask/excess_00331.png,1024,1024,excess,3,165.388,203790.538,543809.444,45845,37679,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0113,256,train
omission_00901,/home/work/data/change_detection/building/map-ortho/image/omission_00901.png,/home/work/data/change_detection/building/map-ortho/map_mask_2022/omission_00901.png,/home/work/data/change_detection/building/map-ortho/label_mask/omission_00901.png,1024,1024,omission,2,81.817,203828.247,543765.81,46160,38042,orthophoto_2020_seocho_gangnam_merged_5186_cog,0.12,5_4,val,spv2_0113,256,train
